#ID	Description	sub Description	Division	total	%div	top
S60559	{long control region} [human papillomavirus, type 16, Genomic, 860 nt].	{long control region}	Vertebrates	2	100	S70159S1,S70159S2
AF531904	Avian hepatitis E virus isolate CA518.5 helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870832	Avian hepatitis E virus isolate CA518.5-S helicase gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870822	Avian hepatitis E virus isolate CA697A capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531907	Avian hepatitis E virus isolate CA697A helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870823	Avian hepatitis E virus isolate CA697B capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531906	Avian hepatitis E virus isolate CA697B helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870824	Avian hepatitis E virus isolate CA697C capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531903	Avian hepatitis E virus isolate CA697C helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870825	Avian hepatitis E virus isolate CA708A capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870826	Avian hepatitis E virus isolate CA889 capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870827	Avian hepatitis E virus isolate CT090 nonfunctional capsid protein gene, partial sequence.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531905	Avian hepatitis E virus isolate CT090A helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY871092	Avian hepatitis E virus isolate CT090A.2 helicase gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY871093	Avian hepatitis E virus isolate CT690.2.2 helicase gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531899	Avian hepatitis E virus isolate CT690-2 helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY671804	Avian hepatitis E virus isolate Guelph01 capsid gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY671802	Avian hepatitis E virus isolate Guelph01 helicase gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY671805	Avian hepatitis E virus isolate Guelph02 capsid gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY671803	Avian hepatitis E virus isolate Guelph02 helicase gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870828	Avian hepatitis E virus isolate NY449 capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531902	Avian hepatitis E virus isolate NY449A helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870831	Avian hepatitis E virus isolate WI318B capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531901	Avian hepatitis E virus isolate WI318B helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870829	Avian hepatitis E virus isolate WI966B capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AY870830	Avian hepatitis E virus isolate WI966G capsid protein gene, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
AF531900	Avian hepatitis E virus isolate WI966G helicase mRNA, partial cds.	Avian hepatitis E virus isolate	Vertebrates	38	100	EU919186
FM875930	Avian hepatitis E virus partial ORF1 for putative viral methyltransferase, isolate 05-4526, genomic RNA.	Avian hepatitis E virus partial ORF1 for putative viral methyltransferase, isolate	Vertebrates	6	100	AM943648
FM875931	Avian hepatitis E virus partial ORF1 for putative viral methyltransferase, isolate 06-4806, genomic RNA.	Avian hepatitis E virus partial ORF1 for putative viral methyltransferase, isolate	Vertebrates	6	100	AM943648
FM875932	Avian hepatitis E virus partial ORF1 for putative viral methyltransferase, isolate 07-2079, genomic RNA.	Avian hepatitis E virus partial ORF1 for putative viral methyltransferase, isolate	Vertebrates	6	100	AM943648
X87245	Baculovirus MCS gene inserted into expression vector pBSV-8His.	Baculovirus	Invertebrates	1	100	DQ496179
BBSSATPRO	Bamboo mosaic virus satellite RNA 20 kDa protein gene, complete cds.	Bamboo mosaic virus	Plants	18	100	AM1BAMVGR
AY710269	Banana virus X clone X20 truncated triple gene block protein 1 gene, partial cds.	Banana	Plants	1331	100	DQ092436
AY710270	Banana virus X clone X5 truncated triple gene block protein 1 gene, partial cds.	Banana	Plants	1331	100	DQ092436
AY710268	Banana virus X clone X63 RNA-dependent RNA polymerase gene, partial cds; and truncated triple gene block protein 1 gene, complete cds.	Banana	Plants	1331	100	DQ092436
AY710267	Banana virus X RNA-dependent RNA polymerase gene, partial cds; and triple gene block protein 1, triple gene block protein 2, triple gene block protein 3, and capsid protein genes, complete cds.	Banana	Plants	1331	100	DQ092436
EU366174	Banana bunchy top virus satellite S2 clone TW3S2 01 replication initiation protein gene, complete cds.	Banana bunchy top virus satellite S2	Plants	1	100	AF216222
FJ394347	Banana bunchy top virus satellite S2 strain TW3 clone TW3S2 02 replication initiation protein gene, complete cds.	Banana bunchy top virus satellite S2	Plants	1	100	AF216222
EU366175	Banana bunchy top virus satellite Y clone TW3Y 01 replication initiation protein gene, complete cds.	Banana bunchy top virus satellite Y	Plants	1	100	FJ389724
AF314662	Banana mild mosaic virus, complete genome.	Banana mild mosaic	Plants	26	100	EF143976
AY729562	Banana mild mosaic virus clone 1_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729609	Banana mild mosaic virus clone 1_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729619	Banana mild mosaic virus clone 1_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729571	Banana mild mosaic virus clone 10_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729572	Banana mild mosaic virus clone 10_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729573	Banana mild mosaic virus clone 10_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729502	Banana mild mosaic virus clone 100_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729503	Banana mild mosaic virus clone 100_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729504	Banana mild mosaic virus clone 100_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729505	Banana mild mosaic virus clone 101_10 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729507	Banana mild mosaic virus clone 101_8 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729506	Banana mild mosaic virus clone 101_9 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729541	Banana mild mosaic virus clone 102_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729566	Banana mild mosaic virus clone 103_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729540	Banana mild mosaic virus clone 104_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729530	Banana mild mosaic virus clone 105_1 nonfunctional RNA-dependent RNA polymerase (RdRp) gene, partial sequence.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729627	Banana mild mosaic virus clone 106_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729508	Banana mild mosaic virus clone 107_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729558	Banana mild mosaic virus clone 108_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729557	Banana mild mosaic virus clone 109_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729569	Banana mild mosaic virus clone 11_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729509	Banana mild mosaic virus clone 11_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729570	Banana mild mosaic virus clone 11_5 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729588	Banana mild mosaic virus clone 110_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729501	Banana mild mosaic virus clone 111_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729628	Banana mild mosaic virus clone 112_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729629	Banana mild mosaic virus clone 113_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729577	Banana mild mosaic virus clone 12_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729578	Banana mild mosaic virus clone 12_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729579	Banana mild mosaic virus clone 12_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729590	Banana mild mosaic virus clone 13_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729596	Banana mild mosaic virus clone 13_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729591	Banana mild mosaic virus clone 13_5 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729523	Banana mild mosaic virus clone 14_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729524	Banana mild mosaic virus clone 14_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729521	Banana mild mosaic virus clone 14_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729522	Banana mild mosaic virus clone 14_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729527	Banana mild mosaic virus clone 15_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729525	Banana mild mosaic virus clone 15_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729526	Banana mild mosaic virus clone 15_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729580	Banana mild mosaic virus clone 15_6 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729518	Banana mild mosaic virus clone 16_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729519	Banana mild mosaic virus clone 16_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729537	Banana mild mosaic virus clone 16_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729574	Banana mild mosaic virus clone 17_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729575	Banana mild mosaic virus clone 17_3 nonfunctional RNA-dependent RNA polymerase (RdRp) gene, partial sequence.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729576	Banana mild mosaic virus clone 17_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729531	Banana mild mosaic virus clone 18_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729533	Banana mild mosaic virus clone 18_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729532	Banana mild mosaic virus clone 18_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729597	Banana mild mosaic virus clone 19_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729554	Banana mild mosaic virus clone 19_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729552	Banana mild mosaic virus clone 19_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729549	Banana mild mosaic virus clone 2_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729589	Banana mild mosaic virus clone 2_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729492	Banana mild mosaic virus clone 2_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729550	Banana mild mosaic virus clone 2_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729555	Banana mild mosaic virus clone 20_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729556	Banana mild mosaic virus clone 20_7 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729553	Banana mild mosaic virus clone 20_8 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729544	Banana mild mosaic virus clone 21_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729599	Banana mild mosaic virus clone 21_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729545	Banana mild mosaic virus clone 21_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729618	Banana mild mosaic virus clone 21_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729510	Banana mild mosaic virus clone 22_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729613	Banana mild mosaic virus clone 22_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729616	Banana mild mosaic virus clone 22_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729614	Banana mild mosaic virus clone 22_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729624	Banana mild mosaic virus clone 23_1 nonfunctional RNA-dependent RNA polymerase (RdRp) gene, partial sequence.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729623	Banana mild mosaic virus clone 23_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729621	Banana mild mosaic virus clone 23_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729622	Banana mild mosaic virus clone 23_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729612	Banana mild mosaic virus clone 25_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729610	Banana mild mosaic virus clone 25_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729611	Banana mild mosaic virus clone 25_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729595	Banana mild mosaic virus clone 26_9 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729491	Banana mild mosaic virus clone 3_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729542	Banana mild mosaic virus clone 3_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729543	Banana mild mosaic virus clone 3_4 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729567	Banana mild mosaic virus clone 30_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729511	Banana mild mosaic virus clone 30_3 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729592	Banana mild mosaic virus clone 30_5 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729601	Banana mild mosaic virus clone 31_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729568	Banana mild mosaic virus clone 32_6 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729512	Banana mild mosaic virus clone 34_1 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
AY729593	Banana mild mosaic virus clone 34_2 RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Banana mild mosaic virus	Plants	26	100	EF143976
